3,3,3,3,3,3,
1,1,1,1,1,1,
full,full,half,half,one,one,
compute,eval,compute,eval,compute,eval,
0.21521615982055664,0.007082223892211914,0.19077396392822266,0.007672786712646484,0.05973315238952637,0.006697893142700195,
0.13540196418762207,0.0067288875579833984,0.17557883262634277,0.007040977478027344,0.04779195785522461,0.006491899490356445,
0.14130830764770508,0.006830692291259766,0.23920106887817383,0.006763935089111328,0.05716204643249512,0.006170988082885742,
0.14340782165527344,0.007275104522705078,0.17336797714233398,0.006646871566772461,0.054112911224365234,0.006360769271850586,
0.1553938388824463,0.0072209835052490234,0.21770596504211426,0.007159233093261719,0.05400681495666504,0.0067670345306396484,
0.14764690399169922,0.007148027420043945,0.1738121509552002,0.007175922393798828,0.05044102668762207,0.006394147872924805,
0.1396181583404541,0.0072367191314697266,0.17122197151184082,0.0072460174560546875,0.054119110107421875,0.006601810455322266,
0.14551186561584473,0.00848388671875,0.17770981788635254,0.006721019744873047,0.05318403244018555,0.006487131118774414,
0.1549968719482422,0.0066950321197509766,0.30702805519104004,0.006679058074951172,0.05285191535949707,0.007107973098754883,
0.153123140335083,0.006912708282470703,0.15845203399658203,0.0066912174224853516,0.0474398136138916,0.006891012191772461,
